filename,score
mty1.jpg,3.95
mty2.jpg,3.6
mty3.jpg,4.05
mty4.jpg,3.316666666666667
mty5.jpg,2.3
mty6.jpg,4.25
mty7.jpg,3.25
mty8.jpg,4.35
mty9.jpg,3.9166666666666665
mty10.jpg,1.1666666666666667
mty11.jpg,4.15
mty12.jpg,2.533333333333333
mty13.jpg,2.8666666666666667
mty14.jpg,4.133333333333334
mty15.jpg,3.683333333333333
mty16.jpg,3.9166666666666665
mty17.jpg,3.2666666666666666
mty18.jpg,3.85
mty19.jpg,2.85
mty20.jpg,1.9
mty21.jpg,4.05
mty22.jpg,4.7
mty23.jpg,3.633333333333333
mty24.jpg,3.1333333333333333
mty25.jpg,4.233333333333333
mty26.jpg,1.9666666666666663
mty27.jpg,4.05
mty28.jpg,4.233333333333333
mty29.jpg,3.566666666666667
mty30.jpg,4.1
mty31.jpg,3.883333333333333
mty32.jpg,3.683333333333333
mty33.jpg,2.433333333333333
mty34.jpg,4.25
mty35.jpg,3.15
mty36.jpg,4.366666666666666
mty37.jpg,3.066666666666667
mty38.jpg,3.1
mty39.jpg,3.683333333333333
mty40.jpg,4.2
mty41.jpg,4.266666666666667
mty42.jpg,3.566666666666667
mty43.jpg,2.65
mty44.jpg,4.2
mty45.jpg,4.266666666666667
mty46.jpg,3.7
mty47.jpg,3.0166666666666666
mty48.jpg,4.016666666666667
mty49.jpg,4.0
mty50.jpg,3.45
mty51.jpg,3.75
mty52.jpg,1.9833333333333332
mty53.jpg,3.85
mty54.jpg,2.8666666666666667
mty55.jpg,3.9
mty56.jpg,3.65
mty57.jpg,3.25
mty58.jpg,2.433333333333333
mty59.jpg,4.2
mty60.jpg,3.3
mty61.jpg,1.6666666666666667
mty62.jpg,3.533333333333333
mty63.jpg,4.15
mty64.jpg,4.266666666666667
mty65.jpg,3.083333333333333
mty66.jpg,3.15
mty67.jpg,3.45
mty68.jpg,4.033333333333333
mty69.jpg,2.933333333333333
mty70.jpg,1.85
mty71.jpg,3.566666666666667
mty72.jpg,3.6166666666666663
mty73.jpg,1.9
mty74.jpg,1.6
mty75.jpg,3.8666666666666663
mty76.jpg,3.35
mty77.jpg,4.2
mty78.jpg,3.083333333333333
mty79.jpg,2.433333333333333
mty80.jpg,3.3
mty81.jpg,3.966666666666667
mty82.jpg,2.9166666666666665
mty83.jpg,3.1
mty84.jpg,3.566666666666667
mty85.jpg,1.95
mty86.jpg,3.2666666666666666
mty87.jpg,3.633333333333333
mty88.jpg,3.6
mty89.jpg,3.0166666666666666
mty90.jpg,1.8833333333333333
mty91.jpg,2.9833333333333334
mty92.jpg,2.9166666666666665
mty93.jpg,2.1333333333333333
mty94.jpg,3.3
mty95.jpg,2.333333333333333
mty96.jpg,2.316666666666667
mty97.jpg,3.733333333333333
mty98.jpg,3.1166666666666667
mty99.jpg,3.566666666666667
mty100.jpg,2.0166666666666666
mty101.jpg,3.4833333333333334
mty102.jpg,2.933333333333333
mty103.jpg,3.216666666666667
mty104.jpg,3.75
mty105.jpg,3.316666666666667
mty106.jpg,3.1
mty107.jpg,2.9833333333333334
mty108.jpg,3.9
mty109.jpg,3.333333333333333
mty110.jpg,2.333333333333333
mty111.jpg,1.25
mty112.jpg,4.133333333333334
mty113.jpg,3.3
mty114.jpg,3.2
mty115.jpg,1.9
mty116.jpg,3.9166666666666665
mty117.jpg,4.116666666666666
mty118.jpg,4.183333333333334
mty119.jpg,3.8333333333333335
mty120.jpg,4.433333333333334
mty121.jpg,2.55
mty122.jpg,3.25
mty123.jpg,4.383333333333334
mty124.jpg,4.45
mty125.jpg,3.9
mty126.jpg,1.7666666666666666
mty127.jpg,3.9
mty128.jpg,3.3666666666666667
mty129.jpg,4.3
mty130.jpg,3.6666666666666665
mty131.jpg,4.283333333333333
mty132.jpg,2.65
mty133.jpg,3.1
mty134.jpg,3.983333333333333
mty135.jpg,2.4166666666666665
mty136.jpg,2.566666666666667
mty137.jpg,4.25
mty138.jpg,3.2333333333333334
mty139.jpg,4.5
mty140.jpg,3.1166666666666667
mty141.jpg,3.7666666666666666
mty142.jpg,3.083333333333333
mty143.jpg,3.15
mty144.jpg,3.216666666666667
mty145.jpg,3.033333333333333
mty146.jpg,2.966666666666667
mty147.jpg,3.816666666666667
mty148.jpg,4.1
mty149.jpg,2.683333333333333
mty150.jpg,3.5166666666666666
mty151.jpg,4.033333333333333
mty152.jpg,4.316666666666666
mty153.jpg,2.8
mty154.jpg,4.1
mty155.jpg,3.7666666666666666
mty156.jpg,4.0
mty157.jpg,3.6666666666666665
mty158.jpg,2.583333333333333
mty159.jpg,2.1333333333333333
mty160.jpg,4.183333333333334
mty161.jpg,2.433333333333333
mty162.jpg,4.5
mty163.jpg,2.1166666666666667
mty164.jpg,2.0
mty165.jpg,2.716666666666667
mty166.jpg,2.25
mty167.jpg,2.533333333333333
mty168.jpg,2.6
mty169.jpg,1.7666666666666666
mty170.jpg,2.4833333333333334
mty171.jpg,2.816666666666667
mty172.jpg,2.85
mty173.jpg,1.7166666666666666
mty174.jpg,2.9166666666666665
mty175.jpg,2.683333333333333
mty176.jpg,2.3
mty177.jpg,2.3666666666666667
mty178.jpg,2.466666666666667
mty179.jpg,2.433333333333333
mty180.jpg,2.6
mty181.jpg,2.5166666666666666
mty182.jpg,2.7333333333333334
mty183.jpg,2.966666666666667
mty184.jpg,2.0
mty185.jpg,2.4
mty186.jpg,4.15
mty187.jpg,3.966666666666667
mty188.jpg,3.7
mty189.jpg,3.733333333333333
mty190.jpg,4.116666666666666
